"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00440766","1972-04-19",,,"0.00","0.0","0.0","77","40","55",,,,,,
"USC00440766","1972-04-20",,,"0.00","0.0","0.0","78","48","62",,,,,,
"USC00440766","1972-04-21",,,"0.15","0.0","0.0","78","36","46",,,,,,
"USC00440766","1972-04-22",,,"0.65","0.0","0.0","47","40","40",,,,,,
"USC00440766","1972-04-23",,,"0.45","0.0","0.0","55","37","45",,,,,,
"USC00440766","1972-04-24",,,"0.02","0.0","0.0","75","45","50",,,,,,
"USC00440766","1972-04-25",,,"0.00","0.0","0.0","56","30","40",,,,,,
"USC00440766","1972-04-26",,,"0.05","0.0","0.0","52","25","39",,,"    1",,,
"USC00440766","1972-04-27",,,"0.00","0.0","0.0","58","27","42",,,,,,
"USC00440766","1972-04-28",,,"0.00","0.0","0.0","65","29","48",,,,,,
"USC00440766","1972-04-29",,,"0.00","0.0","0.0","65","42","54",,,,,,
"USC00440766","1972-04-30",,,"0.10","0.0","0.0","72","45","60",,,,,,
"USC00440766","1972-05-01",,,"0.00","0.0","0.0","72","43","50",,,,,,
"USC00440766","1972-05-02",,,"0.00","0.0","0.0","73","48","52",,,,,,
"USC00440766","1972-05-03",,,"0.90","0.0","0.0","70","53","55",,,,,,
"USC00440766","1972-05-04",,,"0.70","0.0","0.0","65","43","51",,,,,,
"USC00440766","1972-05-05",,,"0.00","0.0","0.0","65","40","45",,,,,,
"USC00440766","1972-05-06",,,"0.00","0.0","0.0","65","35","46",,,,,,
"USC00440766","1972-05-07",,,"0.00","0.0","0.0","70","40","65",,,,,,
"USC00440766","1972-05-08",,,"0.00","0.0","0.0","75","50","58",,,,,,
"USC00440766","1972-05-09",,,"0.70","0.0","0.0","62","50","55",,,,,,
"USC00440766","1972-05-10",,,"0.00","0.0","0.0","65","42","50",,,,,,
"USC00440766","1972-05-11",,,"0.00","0.0","0.0","63","36","40",,,,,,
"USC00440766","1972-05-12",,,"0.00","0.0","0.0","70","35","37",,,,,,
"USC00440766","1972-05-13",,,"0.00","0.0","0.0","70","35","56",,,,,,
"USC00440766","1972-05-14",,,"0.85","0.0","0.0","71","52","54",,,,,,
"USC00440766","1972-05-15",,,"0.20","0.0","0.0","70","48","50",,,,"    1",,
"USC00440766","1972-05-16",,,"0.25","0.0","0.0","73","42","44",,,,,,
"USC00440766","1972-05-17",,,"0.00","0.0","0.0","71","45","52",,,,,,
"USC00440766","1972-05-18",,,"0.00","0.0","0.0","70","40","51",,,,,,
"USC00440766","1972-05-19",,,"0.00","0.0","0.0","71","50","53",,,,,,
"USC00440766","1972-05-20",,,"0.35","0.0","0.0","70","50","53",,,,,,
"USC00440766","1972-05-21",,,"0.05","0.0","0.0","65","50","53",,,,,,
"USC00440766","1972-05-22",,,"0.00","0.0","0.0","70","50","55",,,,,,
"USC00440766","1972-05-23",,,"0.30","0.0","0.0","73","53","54",,,,,,
"USC00440766","1972-05-24",,,"0.00","0.0","0.0","65","40","51",,,,,,
"USC00440766","1972-05-25",,,"0.00","0.0","0.0","71","42","53",,,,,,
"USC00440766","1972-05-26",,,"0.00","0.0","0.0","75","43","54",,,,,,
"USC00440766","1972-05-27",,,"0.00","0.0","0.0","65","28","50",,,,,,
"USC00440766","1972-05-28",,,"0.00","0.0","0.0","65","35","53",,,,,,
"USC00440766","1972-05-29",,,"0.00","0.0","0.0","70","44","56",,,,,,
"USC00440766","1972-05-30",,,"0.03","0.0","0.0","77","55","62",,,,,,
"USC00440766","1972-05-31",,,"0.30","0.0","0.0","75","54","58",,,,,,
"USC00440766","1972-06-01",,,"0.00","0.0","0.0","73","33","48",,,,,,
"USC00440766","1972-06-02",,,"0.00","0.0","0.0","65","35","48",,,,,,
"USC00440766","1972-06-03",,,"0.00","0.0","0.0","75","40","60",,,,,,
"USC00440766","1972-06-04",,,"0.00","0.0","0.0","80","45","60",,,,,,
"USC00440766","1972-06-05",,,"0.00","0.0","0.0","78","58","60",,,,,,
"USC00440766","1972-06-06",,,"0.00","0.0","0.0","80","55","65",,,,,,
"USC00440766","1972-06-07",,,"0.10","0.0","0.0","72","54","60",,,,,,
"USC00440766","1972-06-08",,,"0.00","0.0","0.0","76","40","51",,,,,,
"USC00440766","1972-06-09",,,"0.00","0.0","0.0","80","50","60",,,,,,
"USC00440766","1972-06-10",,,"0.00","0.0","0.0","80","58","61",,,,,,
"USC00440766","1972-06-11",,,"0.00","0.0","0.0","67","30","53",,,,,,
"USC00440766","1972-06-12",,,"0.00","0.0","0.0","70","35","45",,,,,,
"USC00440766","1972-06-13",,,"0.00","0.0","0.0","70","45","55",,,,,,
"USC00440766","1972-06-14",,,"0.10","0.0","0.0","80","55","64",,,,,,
"USC00440766","1972-06-15",,,"0.15","0.0","0.0","85","54","63",,,,,,
"USC00440766","1972-06-16",,,"0.00","0.0","0.0","84","55","65",,"    1",,,,
"USC00440766","1972-06-17",,,"0.75","0.0","0.0","78","63","68",,,,,,
"USC00440766","1972-06-18",,,"0.30","0.0","0.0","67","62","64",,,,,,
"USC00440766","1972-06-19",,,"0.20","0.0","0.0","75","61","63",,,,,,
"USC00440766","1972-06-20",,,"0.58","0.0","0.0","75","60","64",,,,,,
"USC00440766","1972-06-21",,,"3.35","0.0","0.0","68","58","61",,,,,,
"USC00440766","1972-06-22",,,"0.30","0.0","0.0","70","55","56",,,,,,
"USC00440766","1972-06-23",,,"0.00","0.0","0.0","63","50","52",,,,,,
"USC00440766","1972-06-24",,,"0.00","0.0","0.0","63","48","51",,,,,,
"USC00440766","1972-06-25",,,"0.00","0.0","0.0","65","45","50",,,,,,
"USC00440766","1972-06-26",,,"0.00","0.0","0.0","75","45","52",,,,,,
"USC00440766","1972-06-27",,,"0.00","0.0","0.0","75","46","53",,,,,,
"USC00440766","1972-06-28",,,"0.00","0.0","0.0","80","50","54",,,,,,
"USC00440766","1972-06-29",,,"0.60","0.0","0.0","70","50","55",,,,,,
"USC00440766","1972-06-30",,,"0.15","0.0","0.0","73","54","61",,,,,,
"USC00440766","1972-07-01",,,"0.10","0.0","0.0","75","54","61",,,,,,
"USC00440766","1972-07-02",,,"0.00","0.0","0.0","80","55","70",,,,,,
"USC00440766","1972-07-03",,,"0.05","0.0","0.0","84","58","65",,,,,,
"USC00440766","1972-07-04",,,"0.00","0.0","0.0","78","55","63",,,,,,
"USC00440766","1972-07-05",,,"1.35","0.0","0.0","78","58","61",,,,,,
"USC00440766","1972-07-06",,,"0.07","0.0","0.0","65","42","48",,,,,,
"USC00440766","1972-07-07",,,"0.00","0.0","0.0","68","41","47",,,,,,
"USC00440766","1972-07-08",,,"0.00","0.0","0.0","70","45","58",,,,,,
"USC00440766","1972-07-09",,,"0.00","0.0","0.0","76","48","63",,,,,,
"USC00440766","1972-07-10",,,"0.00","0.0","0.0","80","55","60",,,,,,
"USC00440766","1972-07-11",,,"0.00","0.0","0.0","81","55","64",,,,,,
"USC00440766","1972-07-12",,,"0.05","0.0","0.0","78","62","65",,,,,,
"USC00440766","1972-07-13",,,"0.10","0.0","0.0","73","60","64",,,,,,
"USC00440766","1972-07-14",,,"0.00","0.0","0.0","85","57","66",,,,,"    1",
"USC00440766","1972-07-15",,,"0.30","0.0","0.0","78","58","64",,,,,,
"USC00440766","1972-07-16",,,"0.00","0.0","0.0","85","60","66",,,,,,
"USC00440766","1972-07-17",,,"0.00","0.0","0.0","82","61","70",,,,,,
"USC00440766","1972-07-18",,,"0.00","0.0","0.0","82","63","71",,,,,,
"USC00440766","1972-07-19",,,"0.00","0.0","0.0","86","65","68",,,,,,
"USC00440766","1972-07-20",,,"0.00","0.0","0.0","85","65","70",,,,,,
"USC00440766","1972-07-21",,,"0.00","0.0","0.0","88","65","68",,,,,,
"USC00440766","1972-07-22",,,"0.02","0.0","0.0","90","65","70",,,,,,
"USC00440766","1972-07-23",,,"0.25","0.0","0.0","90","63","68",,,,,,
"USC00440766","1972-07-24",,,"0.00","0.0","0.0","88","63","71",,,,,,
"USC00440766","1972-07-25",,,"0.00","0.0","0.0","87","65","70",,,,,,
"USC00440766","1972-07-26",,,"0.00","0.0","0.0","85","58","63",,,,,,
"USC00440766","1972-07-27",,,"0.00","0.0","0.0","80","65","67",,,,,,
"USC00440766","1972-07-28",,,"0.51","0.0","0.0","80","63","65",,,,,,
"USC00440766","1972-07-29",,,"0.90","0.0","0.0","73","61","67",,,,,,
"USC00440766","1972-07-30",,,"0.90","0.0","0.0","75","55","58",,,,,,
"USC00440766","1972-07-31",,,"1.10","0.0","0.0","82","57","62",,,,,,
"USC00440766","1972-08-01",,,"1.52","0.0","0.0","79","62","64",,,,,,
"USC00440766","1972-08-02",,,"0.20","0.0","0.0","80","61","64",,,,,,
"USC00440766","1972-08-03",,,"0.00","0.0","0.0","78","63","63",,,,,,
"USC00440766","1972-08-04",,,"0.00","0.0","0.0","80","60","70",,,,,,
"USC00440766","1972-08-05",,,"0.70","0.0","0.0","82","62","64",,,,,,
"USC00440766","1972-08-06",,,"0.00","0.0","0.0","74","54","66",,,,,,
"USC00440766","1972-08-07",,,"0.00","0.0","0.0","78","60","65",,,,,,
"USC00440766","1972-08-08",,,"0.00","0.0","0.0","82","55","61",,,,,,
"USC00440766","1972-08-09",,,"0.00","0.0","0.0","82","56","63",,"    1",,,,
"USC00440766","1972-08-10",,,"0.10","0.0","0.0","78","48","56",,,,,,
"USC00440766","1972-08-11",,,"0.00","0.0","0.0","75","53","58",,,,,,
"USC00440766","1972-08-12",,,"0.00","0.0","0.0","76","55","62",,,,,,
"USC00440766","1972-08-13",,,"0.00","0.0","0.0","80","55","60",,,,,,
"USC00440766","1972-08-14",,,"0.05","0.0","0.0","80","60","62",,,,,,
"USC00440766","1972-08-15",,,"0.00","0.0","0.0","82","55","60",,,,,,
"USC00440766","1972-08-16",,,"0.00","0.0","0.0","78","56","58",,,,,,
"USC00440766","1972-08-17",,,"0.00","0.0","0.0","67","57","60",,,,,,
"USC00440766","1972-08-18",,,"0.53","0.0","0.0","82","60","66",,,,,,
"USC00440766","1972-08-19",,,"0.02","0.0","0.0","84","60","70",,,,,,
"USC00440766","1972-08-20",,,"0.45","0.0","0.0","84","62","69",,,,,,
"USC00440766","1972-08-21",,,"0.00","0.0","0.0","76","52","56",,,,,,
"USC00440766","1972-08-22",,,"0.00","0.0","0.0","77","50","54",,,,,,
"USC00440766","1972-08-23",,,"0.00","0.0","0.0","82","52","60",,,,,,
"USC00440766","1972-08-24",,,"0.00","0.0","0.0","83","53","60",,,,,,
"USC00440766","1972-08-25",,,"0.00","0.0","0.0","85","54","63",,,,,,
"USC00440766","1972-08-26",,,"0.00","0.0","0.0","88","60","68",,,,,,
"USC00440766","1972-08-27",,,"0.00","0.0","0.0","84","61","67",,,,,,
"USC00440766","1972-08-28",,,"0.00","0.0","0.0","86","54","59",,,,,,
"USC00440766","1972-08-29",,,"0.00","0.0","0.0","78","58","62",,,,,,
"USC00440766","1972-08-30",,,"0.00","0.0","0.0","80","50","52",,,,,,
"USC00440766","1972-08-31",,,"0.00","0.0","0.0","78","49","63",,,,,,
"USC00440766","1972-09-01",,,"0.00","0.0","0.0","71","48","60",,,,,,
"USC00440766","1972-09-02",,,"0.00","0.0","0.0","71","48","60",,,,,,
"USC00440766","1972-09-03",,,"0.00","0.0","0.0","80","50","61",,,,,,
"USC00440766","1972-09-04",,,"0.10","0.0","0.0","80","55","59",,,,,,
"USC00440766","1972-09-05",,,"0.32","0.0","0.0","77","56","58",,,,,,
"USC00440766","1972-09-06",,,"0.20","0.0","0.0","60","49","50",,,,,,
"USC00440766","1972-09-07",,,"0.00","0.0","0.0","70","45","48",,,,,,
"USC00440766","1972-09-08",,,"0.00","0.0","0.0","76","45","51",,,,,,
"USC00440766","1972-09-09",,,"0.05","0.0","0.0","78","51","60",,,,,,
"USC00440766","1972-09-10",,,"0.00","0.0","0.0","78","40","48",,,,,,
"USC00440766","1972-09-11",,,"0.00","0.0","0.0","80","42","43",,,,,,
"USC00440766","1972-09-12",,,"0.00","0.0","0.0","83","43","57",,,,,,
"USC00440766","1972-09-13",,,"0.00","0.0","0.0","82","50","56",,,,,,
"USC00440766","1972-09-14",,,"0.00","0.0","0.0","80","40","52",,,,,,
"USC00440766","1972-09-15",,,"0.20","0.0","0.0","82","52","58",,,,,,
"USC00440766","1972-09-16",,,"0.00","0.0","0.0","77","55","61",,,,,,
"USC00440766","1972-09-17",,,"0.00","0.0","0.0","81","50","60",,,,,,
"USC00440766","1972-09-18",,,"0.00","0.0","0.0","78","60","63",,,,,,
"USC00440766","1972-09-19",,,"0.00","0.0","0.0","83","58","63",,,,,,
"USC00440766","1972-09-20",,,"0.00","0.0","0.0","81","45","55",,,,,,
"USC00440766","1972-09-21",,,"0.00","0.0","0.0","69","50","56",,,,,,
"USC00440766","1972-09-22",,,"0.00","0.0","0.0","72","52","54",,,,,,
"USC00440766","1972-09-23",,,"0.00","0.0","0.0","78","45","54",,,,,,
"USC00440766","1972-09-24",,,"0.00","0.0","0.0","75","55","62",,,,,,
"USC00440766","1972-09-25",,,"0.75","0.0","0.0","78","53","54",,,,,,
"USC00440766","1972-09-26",,,"0.00","0.0","0.0","80","53","53",,,,,,
"USC00440766","1972-09-27",,,"1.05","0.0","0.0","82","55","65",,,,,,
"USC00440766","1972-09-28",,,"0.82","0.0","0.0","76","63","65",,,,,,
"USC00440766","1972-09-29",,,"0.72","0.0","0.0","77","60","62",,,,,,
"USC00440766","1972-09-30",,,"2.10","0.0","0.0","75","54","55",,,,,,
"USC00440766","1972-10-01",,,"0.00","0.0","0.0","60","30","42",,,,,,
"USC00440766","1972-10-02",,,"0.00","0.0","0.0","60","32","34",,,,,,
"USC00440766","1972-10-03",,,"0.00","0.0","0.0","60","32","35",,,,,,
"USC00440766","1972-10-04",,,"0.00","0.0","0.0","66","36","43",,,,,,
"USC00440766","1972-10-05",,,"1.15","0.0","0.0","62","43","55",,,,,,
"USC00440766","1972-10-06",,,"0.12","0.0","0.0","65","52","56",,,,,,
"USC00440766","1972-10-07",,,"0.15","0.0","0.0","60","52","54",,,,,,
"USC00440766","1972-10-08",,,"0.00","0.0","0.0","63","52","54",,,,,,
"USC00440766","1972-10-09",,,"0.00","0.0","0.0","66","49","50",,,,,,
"USC00440766","1972-10-10",,,"0.00","0.0","0.0","61","26","28",,,,,,
"USC00440766","1972-10-11",,,"0.00","0.0","0.0","58","27","32",,,,,,
"USC00440766","1972-10-12",,,"0.00","0.0","0.0","63","32","45",,,,,,
"USC00440766","1972-10-13",,,"0.05","0.0","0.0","70","45","53",,,,,,
"USC00440766","1972-10-14",,,"0.00","0.0","0.0","70","42","51",,,,,,
"USC00440766","1972-10-15",,,"0.00","0.0","0.0","72","48","54",,,,,,
"USC00440766","1972-10-16",,,"0.10","0.0","0.0","60","32","43",,,,,,
"USC00440766","1972-10-17",,,"0.05","0.0","0.0","62","41","54",,,,,,
"USC00440766","1972-10-18",,,"0.00","0.0","0.0","68","39","45",,,,,,
"USC00440766","1972-10-19",,,"0.51","0.0","0.0","50","40","42",,,,,,
"USC00440766","1972-10-20",,,"0.10","0.0","0.0","42","18","20",,,,,,
"USC00440766","1972-10-21",,,"0.00","0.0","0.0","40","19","26",,,,,,
"USC00440766","1972-10-22",,,"0.00","0.0","0.0","60","26","36",,,,,,
"USC00440766","1972-10-23",,,"0.00","0.0","0.0","66","34","37",,,,,,
"USC00440766","1972-10-24",,,"0.25","0.0","0.0","66","37","49",,,,,,
"USC00440766","1972-10-25",,,"0.00","0.0","0.0","67","43","46",,,,,,
"USC00440766","1972-10-26",,,"0.00","0.0","0.0","52","33","42",,,,,,
"USC00440766","1972-10-27",,,"0.00","0.0","0.0","55","28","37",,,,,,
"USC00440766","1972-10-28",,,"0.70","0.0","0.0","55","37","46",,,,,,
"USC00440766","1972-10-29",,,"0.08","0.0","0.0","60","45","54",,,,,,
"USC00440766","1972-10-30",,,"0.00","0.0","0.0","60","30","32",,,,,,
"USC00440766","1972-10-31",,,"0.00","0.0","0.0","62","31","44",,,,,,
"USC00440766","1972-11-01",,,"0.53","0.0","0.0","52","44","51",,,,,,
"USC00440766","1972-11-02",,,"0.15","0.0","0.0","65","43","49",,,,,,
"USC00440766","1972-11-03",,,"0.00","0.0","0.0","75","44","53",,,,,,
"USC00440766","1972-11-04",,,"0.00","0.0","0.0","70","43","52",,,,,,
"USC00440766","1972-11-05",,,"0.00","0.0","0.0","58","33","42",,,,,,
"USC00440766","1972-11-06",,,"0.00","0.0","0.0","65","33","42",,,,,,
"USC00440766","1972-11-07",,,"0.00","0.0","0.0","58","28","30",,,,,,
"USC00440766","1972-11-08",,,"1.15","0.0","0.0","55","30","43",,,,,,
"USC00440766","1972-11-09",,,"0.00","0.0","0.0","45","40","42",,,,,,
"USC00440766","1972-11-10",,,"0.00","0.0","0.0","58","28","36",,,,,,
"USC00440766","1972-11-11",,,"0.10","0.0","0.0","60","38","44",,,,,,
"USC00440766","1972-11-12",,,"0.00","0.0","0.0","52","25","31",,,,,,
"USC00440766","1972-11-13",,,"0.00","0.0","0.0","55","27","33",,,,,,
"USC00440766","1972-11-14",,,"1.40","0.0","0.0","62","32","48",,,,,,
"USC00440766","1972-11-15",,,"0.00","0.0","0.0","60","30","32",,,,,,
"USC00440766","1972-11-16",,,"0.00","0.0","0.0","40","15","22",,,,,,
"USC00440766","1972-11-17",,,"0.00","0.0","0.0","41","20","31",,,,,,
"USC00440766","1972-11-18",,,"0.00","0.0","0.0","47","18",,,,,,,
"USC00440766","1972-11-19",,,"0.10","0.0","0.0","40","33","35",,,,,,
"USC00440766","1972-11-20",,,"1.00","0.0","0.0","46","32","46",,,,,,
"USC00440766","1972-11-21",,,"0.05","0.0","0.0","44","20","24",,,,,,
"USC00440766","1972-11-22",,,"0.05","0.5","1.0","40","23","26",,,,,,
"USC00440766","1972-11-23",,,"0.00","0.0","0.0","42","22","31",,,,,,
"USC00440766","1972-11-24",,,"0.00","0.0","0.0","40","25","30",,,,,,
"USC00440766","1972-11-25",,,"0.00","0.0","0.0","44","15",,,,,,,
"USC00440766","1972-11-26",,,"0.65","0.0","0.0","38","30","32",,,,,,
"USC00440766","1972-11-27",,,"0.00","0.0","0.0","45","30","32",,,,,,
"USC00440766","1972-11-28",,,"0.00","0.0","0.0","53","29","44",,,,,,
"USC00440766","1972-11-29",,,"0.00","0.0","0.0","55","15",,,,,,,
"USC00440766","1972-11-30",,,"0.00","0.0","0.0","45","24","29",,,,,,
"USC00440766","1972-12-01",,,"0.20","0.0","0.0","35","26","31",,,,,,
"USC00440766","1972-12-02",,,"0.00","0.0","0.0","45","31","40",,,,,,
"USC00440766","1972-12-03",,,"0.00","0.0","0.0","46","25","29",,,,,,
"USC00440766","1972-12-04",,,"0.20","0.0","0.0","58","29","38",,,,,,
"USC00440766","1972-12-05",,,"0.25","0.0","0.0","60","30","42",,,,,,
"USC00440766","1972-12-06",,,"0.30","0.0","0.0","66","36","44",,,,,,
"USC00440766","1972-12-07",,,"0.30","0.0","0.0","62","21","23",,,,,,
"USC00440766","1972-12-08",,,"0.00","0.0","0.0","39","22","30",,,,,,
"USC00440766","1972-12-09",,,"0.52","0.0","0.0","44","29","42",,,,,,
"USC00440766","1972-12-10",,,"1.00","0.0","0.0","65","43","54",,,,,,
"USC00440766","1972-12-11",,,"0.20","0.0","0.0","60","35","36",,,,,,
"USC00440766","1972-12-12",,,"0.15","0.0","0.0","45","29","31",,,,,,
"USC00440766","1972-12-13",,,"0.05","0.0","0.0","50","31","48",,,,,,
"USC00440766","1972-12-14",,,"0.00","0.0","0.0","48","30","40",,,,,,
"USC00440766","1972-12-15",,,"0.55","0.0","0.0","46","28","30",,,,,,
"USC00440766","1972-12-16",,,"0.35","0.0","0.0","42","18","20",,,,,,
"USC00440766","1972-12-17",,,"0.00","0.0","0.0","33","5","15",,,,,,
"USC00440766","1972-12-18",,,"0.00","0.0","0.0","23","8","14",,,,,,
"USC00440766","1972-12-19",,,"0.00","0.0","0.0","44","14","23",,,,,,
"USC00440766","1972-12-20",,,"0.03","0.0","0.0","54","23","43",,,,,,
"USC00440766","1972-12-21",,,"0.04","0.0","0.0","55","33","42",,,,,,
"USC00440766","1972-12-22",,,"1.20","0.0","0.0","50","35","44",,,,,,
"USC00440766","1972-12-23",,,"0.04","0.0","0.0","51","36","45",,,,,,
"USC00440766","1972-12-24",,,"0.00","0.0","0.0","50","29","43",,,,,,
"USC00440766","1972-12-25",,,"0.00","0.0","0.0","51","41","47",,,,,,
"USC00440766","1972-12-26",,,"0.00","0.0","0.0","45","34","41",,,,,,
"USC00440766","1972-12-27",,,"0.00","0.0","0.0","40","26","28",,,,,,
"USC00440766","1972-12-28",,,"0.00","0.0","0.0","43","28","33",,,,,,
"USC00440766","1972-12-29",,,"0.00","0.0","0.0","50","33","41",,,,,,
"USC00440766","1972-12-30",,,"0.00","0.0","0.0","41","32","35",,,,,,
"USC00440766","1972-12-31",,,"0.20","0.0","0.0","61","35","53",,,,,,
"USC00440766","1973-01-01",,,"0.00","0.0","0.0","58","42","44",,,,,,
"USC00440766","1973-01-02",,,"0.00","0.0","0.0","58","30","31",,,,,,
"USC00440766","1973-01-03",,,"0.00","0.0","0.0","45","18","28",,,,,,
"USC00440766","1973-01-04",,,"0.70","0.0","0.0","33","25","31",,,,,,
"USC00440766","1973-01-05",,,"0.00","0.0","0.0","55","30","35",,,,,,
"USC00440766","1973-01-06",,,"0.00","0.0","0.0","42","31","33",,,,,,
"USC00440766","1973-01-07",,,"0.00","0.0","0.0","38","18","20",,,,,,
"USC00440766","1973-01-08",,,"0.46","2.0","2.0","23","12","14",,,,,,
"USC00440766","1973-01-09",,,"0.00","0.0","1.0","18","8","10",,,,,,
"USC00440766","1973-01-10",,,"0.00","0.0","1.0","28","10","10",,,,,,
"USC00440766","1973-01-11",,,"0.00","0.0","1.0","20","5","9",,,,,,
"USC00440766","1973-01-12",,,"0.00","0.0","1.0","30","10","12",,,,,,
"USC00440766","1973-01-13",,,"0.00","0.0","1.0","27","0","6",,,,,,
"USC00440766","1973-01-14",,,"0.00","0.0","0.0","35","5","9",,,,,,
"USC00440766","1973-01-15",,,"0.00","0.0","0.0","43","10","30",,,,,,
"USC00440766","1973-01-16",,,"0.00","0.0","0.0","40","18","20",,,,,,
"USC00440766","1973-01-17",,,"0.00","0.0","0.0","50","18","22",,,,,,
"USC00440766","1973-01-18",,,"0.00","0.0","0.0","60","22","26",,,,,,
"USC00440766","1973-01-19",,,"0.20","0.0","0.0","60","23","38",,,,,,
"USC00440766","1973-01-20",,,"0.15","0.0","0.0","53","15","33",,,,,,
"USC00440766","1973-01-21",,,"0.00","0.0","0.0","40","15","27",,,,,,
"USC00440766","1973-01-22",,,"0.25","0.0","0.0","44","17","33",,,,,,
"USC00440766","1973-01-23",,,"0.10","0.0","0.0","60","26","38",,,,,,
"USC00440766","1973-01-24",,,"0.00","0.0","0.0","48","21","26",,,,,,
"USC00440766","1973-01-25",,,"0.00","0.0","0.0","43","27","34",,,,,,
"USC00440766","1973-01-26",,,"0.00","0.0","0.0","57","20","28",,,,,,
"USC00440766","1973-01-27",,,"0.56","0.0","0.0","55","27","36",,,,,,
"USC00440766","1973-01-28",,,"0.00","0.0","0.0","51","28","34",,,,,,
"USC00440766","1973-01-29",,,"0.51","0.0","0.0","46","22","23",,,,,,
"USC00440766","1973-01-30",,,"0.00","0.0","0.0","27","5","12",,,,,,
"USC00440766","1973-01-31",,,"0.00","0.0","0.0","40","10","18",,,,,,
"USC00440766","1973-02-01",,,"0.00","0.0","0.0","49","10","21",,,,,,
"USC00440766","1973-02-02",,,"1.20","0.0","0.0","44","19","38",,,,,,
"USC00440766","1973-02-03",,,"0.12","0.0","0.0","56","25","28",,,,,,
"USC00440766","1973-02-04",,,"0.00","0.0","0.0","40","28","36",,,,,,
"USC00440766","1973-02-05",,,"0.00","0.0","0.0","50","25","30",,,,,,
"USC00440766","1973-02-06",,,"0.00","0.0","0.0","60","26","32",,,,,,
"USC00440766","1973-02-07",,,"0.55","0.0","0.0","40","30","40",,,,,,
"USC00440766","1973-02-08",,,"0.10","0.0","0.0","50","32","43",,,,,,
"USC00440766","1973-02-09",,,"0.21","0.0","0.0","43","13","18",,,,,,
"USC00440766","1973-02-10",,,"0.00","0.0","0.0","27","15","20",,,,,,
"USC00440766","1973-02-11",,,"0.00","0.0","0.0","27","6","17",,,,,,
"USC00440766","1973-02-12",,,"0.00","0.0","0.0","30","5","7",,,,,,
"USC00440766","1973-02-13",,,"0.00","0.0","0.0","43","7","12",,,,,,
"USC00440766","1973-02-14",,,"0.02","0.0","0.0","40","12","31",,,,,,
"USC00440766","1973-02-15",,,"0.70","0.0","0.0","38","25","32",,,,,,
"USC00440766","1973-02-16",,,"0.15","0.0","0.0","44","18","20",,,,,,
"USC00440766","1973-02-17",,,"0.00","0.0","0.0","30","-4","2",,,,,,
"USC00440766","1973-02-18",,,"0.00","0.0","0.0","21","2","12",,,,,,
"USC00440766","1973-02-19",,,"0.00","0.0","0.0","39","12","24",,,,,,
"USC00440766","1973-02-20",,,"0.00","0.0","0.0","50","15","19",,,,,,
"USC00440766","1973-02-21",,,"0.00","0.0","0.0","45","19","27",,,,,,
"USC00440766","1973-02-22",,,"0.12","1.0","1.0","43","7","15",,,,,,
"USC00440766","1973-02-23",,,"0.00","0.0","0.0","30","12","26",,,,,,
"USC00440766","1973-02-24",,,"0.00","0.0","0.0","45","17","30",,,,,,
"USC00440766","1973-02-25",,,"0.00","0.0","0.0","50","18","27",,,,,,
"USC00440766","1973-02-26",,,"0.00","0.0","0.0","58","27","34",,,,,,
"USC00440766","1973-02-27",,,"0.20","0.0","0.0","60","24","28",,,,,,
"USC00440766","1973-02-28",,,"0.00","0.0","0.0","35","26","29",,,,,,
"USC00440766","1973-03-01",,,"0.00","0.0","0.0","48","21","26",,,,,,
"USC00440766","1973-03-02",,,"0.00","0.0","0.0","56","20","25",,,,,,
"USC00440766","1973-03-03",,,"0.10","0.0","0.0","61","25","38",,,,,,
"USC00440766","1973-03-04",,,"0.20","0.0","0.0","54","38","45",,,,,,
"USC00440766","1973-03-05",,,"0.20","0.0","0.0","65","45","53",,,,,,
"USC00440766","1973-03-06",,,"0.05","0.0","0.0","60","35","45",,,,,,
"USC00440766","1973-03-07",,,"0.20","0.0","0.0","50","40","42",,,,,,
"USC00440766","1973-03-08",,,"0.10","0.0","0.0","48","38","44",,,,,,
"USC00440766","1973-03-09",,,"0.00","0.0","0.0","66","43","51",,,,,,
"USC00440766","1973-03-10",,,"0.00","0.0","0.0","58","41","49",,,,,,
"USC00440766","1973-03-11",,,"0.00","0.0","0.0","65","43","49",,,,,,
"USC00440766","1973-03-12",,,"0.10","0.0","0.0","55","40","45",,,,,,
"USC00440766","1973-03-13",,,"0.00","0.0","0.0","73","38","44",,,,,,
"USC00440766","1973-03-14",,,"0.00","0.0","0.0","75","36","41",,,,,,
"USC00440766","1973-03-15",,,"0.00","0.0","0.0","82","41","49",,,,,,
"USC00440766","1973-03-16",,,"0.90","0.0","0.0","66","46","48",,,,,,
"USC00440766","1973-03-17",,,"1.65","0.0","0.0","65","39","40",,,,,,
"USC00440766","1973-03-18",,,"0.00","0.0","0.0","45","16","22",,,,,,
"USC00440766","1973-03-19",,,"0.00","0.0","0.0","38","23","28",,,,,,
"USC00440766","1973-03-20",,,"0.00","0.0","0.0","52","28","34",,,,,,
"USC00440766","1973-03-21",,,"0.51","0.0","0.0","53","35","37",,,,,,
"USC00440766","1973-03-22",,,"0.45","4.0","4.0","38","22","24",,,,,,
"USC00440766","1973-03-23",,,"0.00","0.0","1.0","33","23","27",,,,,,
